complaint_id,date_received,district_occurrence,general_cap_classification,summary,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
15-0433,2015-07-30,19,LACK OF SERVICE,"The complainant, WS, 25/B/M, states that he did not receive proper service from unknown 19th District officers.  According to the complainant, for the past two months his residence, has been broken into. The complainant states that his losses, total in the thousands, stolen electronics, clothing, cash and property damage. The complainant states that he has informed officers of whom they think is behind the burglaries and where he is staying.  The property next to the complainant's is abandon and the owner's nephew is now squatting on the property, which makes easy access for him to burglarize his home. The complainant states that he received a call from an officer, who informed him that his claims of burglary looked fraudulent because of the frequency of the burglaries in such a short amount of time.The complainant states that he has given the officers the name and address of the offender but officers still have not arrested him nor have they taken him into custody for questioning.  ",42123224,white,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
15-0435,2015-07-30,6,LACK OF SERVICE,"The complainant, JB, 45/W/M, states that he did not receive proper service from unknown Police Radio dispatchers. According to the complainant, on 7-24-15, when his employment as a chef was terminated at a restaurant, located on the 200 block of Market Street, he was not allowed to enter the establishment to retrieve his tools. The complainant called 911 for officers to assist him in retrieving his tools and waited three hours, before leaving because no officers responded.  ",87861024,white,male,0600 06TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0435,2015-07-30,6,LACK OF SERVICE,"The complainant, JB, 45/W/M, states that he did not receive proper service from unknown Police Radio dispatchers. According to the complainant, on 7-24-15, when his employment as a chef was terminated at a restaurant, located on the 200 block of Market Street, he was not allowed to enter the establishment to retrieve his tools. The complainant called 911 for officers to assist him in retrieving his tools and waited three hours, before leaving because no officers responded.  ",92808305,black,male,0600 06TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0436,2015-07-30,39,HARASSMENT,"The complainant, JS, states that he has been harassed by Officer JS, 39th District. According to the complainant, on 7-28-15, at 4:18 PM, Officer JS threatened to close his store, located on the 3100 block of N. Broad Street. The complainant states that the officer repeatedly tickets people in and around the store; this harassment has been going on for the last several months.",55492555,white,male,3900 39TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
15-0437,2015-08-04,N/A,HARASSMENT,"The complainant, MH, 37/W/F, states that she is being harassed by Officer AL, 24th District. According to the complainant, on 7-23-15, at 7:00 PM, she received several profane text messages from Officer AL that she considered to be threats. The complainant has filed previous complaints against this officer, but she is still sending the complainant harassing text messages. ",79216157,white,female,2400 24TH DISTRICT,Harassment,Sustained Finding,Training/Counseling
15-0438,2015-08-04,39,HARASSMENT,"The complainant, KD, 27/B/F, states that she is being harassed by Officer CN, 39th District.  According to the complainant, Officer CN enters her place of employment on the 3100 block of W. Allegheny Avenue and repeatedly makes rude and inappropriate remarks to her.  During the most recent incident, Officer CN remarked on the size of her behind and breasts, which caused her to feel extremely uncomfortable. He also asked a co-worker of the complainant if she wanted to accompany him to the bathroom. The complainant states she now leaves her area of assignment when Officer CN enters the store and returns after he leaves.   ",60780755,black,male,3900 39TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
15-0439,2015-08-04,15,LACK OF SERVICE,"The complainant, HL, 38/B/F, states Officer RA and Officer PW falsified official documents. According to the complainant, on 7-24-15, at 10:11 PM, she was involved in a minor auto accident with a police vehicle, operated by Officer RA and passenger Officer PW, on the 5300 block of Oxford Ave. The complainant states she was at a complete stop; to her right, a car was double parked and directly in front of her vehicle was the police vehicle. Officer RA placed the patrol car in reverse and backed into the front of her vehicle. Officer RA asked the complainant if she was okay and said, ""This is the reason why I do not like people double parking"". A supervisor arrived and told the complainant that the officers stated that she was the striking vehicle and they had a witness claiming the same. Officer S. took the report and supplied the complainant with the telephone number to the 15th District to obtain the DC number because the computer was down. The complainant states she immediately went to the 15th District and spoke to Officer A. in regards to filing an accurate report. Officer A. gave the complainant the DC number and informed her that she could not file a conflicting report.",87866861,latino,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0440,2015-08-04,15,LACK OF SERVICE,"The complainant, TJ, 66/B/M, states that he did not receive proper service from Officer ND, 15th District.  According to the complainant, on 4-28-15, at 10:20 PM, while driving on the 6100 Bustleton Avenue, he was involved in a vehicle accident.  When Officer ND responded to the location, he spoke to the other driver, FC and did not take the complainant's statement.  The complainant states that he was informed by another officer on location to check in later that night with a supervisor on duty at the 15th District and when he did, the supervisor was rude and argumentative with him. The complainant states that the supervisor refused to take his statement because it was policy to not take a 2nd statement. The complainant feels that if he didn't give his account of the accident, he might be held liable for the accident, when it was not his fault and believes that the officer knew FC personally.",86603776,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0440,2015-08-04,15,LACK OF SERVICE,"The complainant, TJ, 66/B/M, states that he did not receive proper service from Officer ND, 15th District.  According to the complainant, on 4-28-15, at 10:20 PM, while driving on the 6100 Bustleton Avenue, he was involved in a vehicle accident.  When Officer ND responded to the location, he spoke to the other driver, FC and did not take the complainant's statement.  The complainant states that he was informed by another officer on location to check in later that night with a supervisor on duty at the 15th District and when he did, the supervisor was rude and argumentative with him. The complainant states that the supervisor refused to take his statement because it was policy to not take a 2nd statement. The complainant feels that if he didn't give his account of the accident, he might be held liable for the accident, when it was not his fault and believes that the officer knew FC personally.",88498918,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0441,2015-08-12,N/A,NON-INVESTIGATORY INCIDENT,"The complainant, AB, 48/B/M, states that Lieutenant  V, Internal Affairs Division, did not follow proper police procedure. According to the complainant, Lieutenant V did not do a fair and proper investigation into an allegation of police corruption. The complainant states that Lieutenant V ignored evidence given to them because of long standing work relationship with Lieutenant B, who the complaint was made against.  ",42532121,black,female,9800 INTERNAL AFFAIRS,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0442,2015-08-13,N/A,NON-INVESTIGATORY INCIDENT,"The complainant, AB, 48/B/M, states that Lieutenant B, Advanced Training Unit, did not follow proper police procedure. According to the complainant, he is requesting that his complaint against police be reopened in light of new information he has obtained. The complainant states that Lieutenant V handled his complainant against Lieutenant B and alleges that they did not properly investigate all the evidence. The complainant states that he has witnesses stating that Lieutenant B did in fact use the police system to run checks on him, when they found out that they were the defendant in his law suit and let other people view his information who should not have been privy to it.   ",62915536,white,female,5809 ADVANCED TRAIN UNIT,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0443,2015-08-13,N/A,NON-INVESTIGATORY INCIDENT,"The complainant, AB, 48/B/M, states that he did not receive proper service from Sergeant J, Internal Affairs Division. According to the complainant, Sergeant J was assigned a complaint he had filed in reference to his witnessing police corruption and states that his complainant is not being taken seriously. The complainant states that the officers involved are still on the street and that Sergeant J did not interview any officers who might have witnessed the incident. The complainant states that he believes the reason his complaints are not being investigated properly is because of the lawsuit he had previously filed against the City of Philadelphia, Police Department.  ",95324518,white,male,9800 INTERNAL AFFAIRS,No C.A.P. Investigation,Not Applicable,Not Applicable
15-0444,2015-08-04,22,VERBAL ABUSE,"The complainant, JG, 32/B/F, states that she was verbally abused by unknown 22nd District officers. According to the complainant, on 7-14-15, at 9:35 PM, police attempted to stop her 16 year old son as he was riding his bike near 27th and Cumberland Streets. The officers almost struck her son with their vehicle while doing so. As the complainant and others began running towards her son and officers to see what the problem was, the officers ordered them to ""back the f*ck up.""  One officer drew their ECW and placed it to the chest of the complainant's sister before pointing it at the crowd that had gathered. Another officer pushed the complainant's husband in the chest and almost caused him to fall. During the incident, the officers used racial slurs towards the complainant and the persons that had gathered.  ",22804109,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0444,2015-08-04,22,VERBAL ABUSE,"The complainant, JG, 32/B/F, states that she was verbally abused by unknown 22nd District officers. According to the complainant, on 7-14-15, at 9:35 PM, police attempted to stop her 16 year old son as he was riding his bike near 27th and Cumberland Streets. The officers almost struck her son with their vehicle while doing so. As the complainant and others began running towards her son and officers to see what the problem was, the officers ordered them to ""back the f*ck up.""  One officer drew their ECW and placed it to the chest of the complainant's sister before pointing it at the crowd that had gathered. Another officer pushed the complainant's husband in the chest and almost caused him to fall. During the incident, the officers used racial slurs towards the complainant and the persons that had gathered.  ",87650396,white,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0445,2015-08-05,15,PHYSICAL ABUSE,"The complainant, TT, 36/B/M, states that he was verbally abused by an unknown 15th District officer. According to the complainant, on 8-2-15, at 12:00 PM, he was escorted by two officers driving an EPW, to Northeast Detectives to meet with a detective.  When the complainant arrived at the 15th District, he immediately unloaded his weapon and used his phone to notify the detective he had arrived. As the complainant called the detective, one of the officers operating the wagon asked him where his weapon was.  When the complainant showed the officer he was holding it, the officer said, ""Give me the f**king gun!"" The complainant attempted to explain that he had already disabled his weapon, but the officer continued to curse and order him to hand over his weapon before drawing their pistol and ordering the complainant to drop his weapon. While walking inside the detective division, the complainant argued with the officer about pointing their weapon at him.  After being interviewed by the detective, the complainant told him about the incident with the officer. The detective said the officer would apologize if the complainant would not make a formal complaint against him. The complainant states that he reluctantly agreed but was later informed that the lieutenant on duty wanted to press charges against him for pushing them. The complainant states he was not given the name of the officer that pointed their weapon at him or the lieutenant that wanted to have him arrested.  ",94745332,white,male,1500 15TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0446,2015-08-05,25,LACK OF SERVICE,"The complainant, FM, 38/B/F, states that she did not receive proper service from unknown 25th District officers.  According to the complainant, on 7-12-15, at 1:00 PM, her son was killed in a hit and run accident on N. 2nd Street.  The complainant maintains that officers took a female suspect in for questioning and seized her vehicle. The female was not tested for driving under the influence on the date of the accident and was not arrested.",73174878,latino,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0446,2015-08-05,25,LACK OF SERVICE,"The complainant, FM, 38/B/F, states that she did not receive proper service from unknown 25th District officers.  According to the complainant, on 7-12-15, at 1:00 PM, her son was killed in a hit and run accident on N. 2nd Street.  The complainant maintains that officers took a female suspect in for questioning and seized her vehicle. The female was not tested for driving under the influence on the date of the accident and was not arrested.",78960725,white,male,9807 SUPP POLICE SERVICE,Lack of Service,No Sustained Findings,Not Applicable
15-0447,2015-08-05,18,DEPARTMENTAL VIOLATIONS,"The complainant, DB, 24/M, states that he and his vehicle were illegally searched by Sergeant A and other unknown 19th District officers. According to the complainant, on 7-18-15, at 4:30 AM, while on the 5200 block of Market Street he was stopped by an officer. After providing his credentials to the officer and having them checked, the officer told the complainant that he could leave. Sergeant A arrived and asked the complainant if they could search his vehicle. When the complainant told the sergeant they could not search his vehicle, he was placed in a patrol car while the officers searched his vehicle",12610685,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0447,2015-08-05,18,DEPARTMENTAL VIOLATIONS,"The complainant, DB, 24/M, states that he and his vehicle were illegally searched by Sergeant A and other unknown 19th District officers. According to the complainant, on 7-18-15, at 4:30 AM, while on the 5200 block of Market Street he was stopped by an officer. After providing his credentials to the officer and having them checked, the officer told the complainant that he could leave. Sergeant A arrived and asked the complainant if they could search his vehicle. When the complainant told the sergeant they could not search his vehicle, he was placed in a patrol car while the officers searched his vehicle",12610685,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0447,2015-08-05,18,DEPARTMENTAL VIOLATIONS,"The complainant, DB, 24/M, states that he and his vehicle were illegally searched by Sergeant A and other unknown 19th District officers. According to the complainant, on 7-18-15, at 4:30 AM, while on the 5200 block of Market Street he was stopped by an officer. After providing his credentials to the officer and having them checked, the officer told the complainant that he could leave. Sergeant A arrived and asked the complainant if they could search his vehicle. When the complainant told the sergeant they could not search his vehicle, he was placed in a patrol car while the officers searched his vehicle",87629625,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0448,2015-08-05,17,VERBAL ABUSE,"The complainant, JW, states that he was verbally abused by an officer. According to the complainant, on 7-20-15, at 6:15 PM, he was on the 1900 block of Alter Street filming Officer M and another officer as they performed their duties. After the officers finished their investigation, they approached the complainant and told him what he was doing was ""stupid.""  The officers also hinted they would come to the complainant's home and record him there. The complainant believes he was within his rights to film the officer's actions and they acted condescendingly towards him.    ",64368821,white,male,1700 17TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0449,2015-08-05,7,LACK OF SERVICE,"The complainant, TL, 23/W/M, states that he did not receive proper service from Officer P, 7th District. According to the complainant, on 8-2-15, at 9:20 PM, he received a ticket for parking on the sidewalk in front of his residence from Officer P. The complainant maintains his was not the only vehicle parked on the sidewalk in the block. The officer did not ticket any of the other vehicles that were illegally parked, including one parked next to the complainant's.",51583482,black,female,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0450,2015-08-06,2,LACK OF SERVICE,"The complainant, HA, 56/A/M, states that he did not receive proper service from Officer C, 2nd District. According to the complainant, on 6-25-15, at 6:30 PM, his caretaker called police to his residence because a neighbor threatened to kill him.  Officer C responded to the 911 call and took a report.  When the complainant called the 2nd District, he was told there was no report there for that date. The complainant maintains that he called 911 several times to report threats from the same neighbor on 6-25-15 and 7-8-15; however the 2nd District has told the complainant they have no records of any reports taken on either date.  ",88055688,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0451,2015-08-06,12,UNPROFESSIONAL CONDUCT,"The complainant, KA, states that he did not receive proper service from and was treated unprofessionally by Officer D, 12th District. According to the complainant, on 7-25-15, at 8:25 AM, he parked his vehicle overnight in front of the church on his street. When he returned to his vehicle the next morning, he found that it had been broken into and $3,500.00 worth of goods had been taken. The complainant called 911 and waited 2 ½ hours before he flagged down the officer, who was driving down Woodland Avenue. Officer D took the report and also issued the complainant a citation for parking an unregistered vehicle on the street. The officer told the complainant he did not own the street and should have not parked his vehicle with all of his belongings inside of it. The complainant pointed out that a hat and eyeglasses had been left inside the vehicle and suggested this could be used as evidence to determine the identity of the perpetrator. Officer D ignored the complainant and left the scene. Note: The officer has not had a lack of service complaint against them within the last two years. ",57293455,white,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
15-0451,2015-08-06,12,UNPROFESSIONAL CONDUCT,"The complainant, KA, states that he did not receive proper service from and was treated unprofessionally by Officer D, 12th District. According to the complainant, on 7-25-15, at 8:25 AM, he parked his vehicle overnight in front of the church on his street. When he returned to his vehicle the next morning, he found that it had been broken into and $3,500.00 worth of goods had been taken. The complainant called 911 and waited 2 ½ hours before he flagged down the officer, who was driving down Woodland Avenue. Officer D took the report and also issued the complainant a citation for parking an unregistered vehicle on the street. The officer told the complainant he did not own the street and should have not parked his vehicle with all of his belongings inside of it. The complainant pointed out that a hat and eyeglasses had been left inside the vehicle and suggested this could be used as evidence to determine the identity of the perpetrator. Officer D ignored the complainant and left the scene. Note: The officer has not had a lack of service complaint against them within the last two years. ",57293455,white,male,1200 12TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
15-0452,2015-08-10,39,CRIMINAL ALLEGATION,"The complainant, KR, 21/B/M, states he was physically and verbally abused by three 35th District officers. One of them took $100 from his wallet. According to a complainant, on August 3, at 2:30 AM, he was driving along the 500 block of Duncannon Street in his vehicle with a friend, when a police vehicle passed them. After making eye contact with Officer K, the vehicle made a U-turn. The complainant was stopped by Officers K and R, who cursed the complainant while requesting his information. After running the information, the officers approached the complainant with drawn weapons and told the complainant he was going to be arrested while cursing and using racial slurs.The complainant was removed from his vehicle and placed into the police SUV.  While he was being placed into the vehicle, Officer K hit his leg with the door of the patrol vehicle.  Officer S arrived and questioned the complainant about the ownership of the vehicle before cursing him and telling him to ""shut the f*ck up."" After a supervisor arrived, the complainant was released from custody; his vehicle was impounded for investigation. The complainant maintains that when Officer K returned his wallet after searching him, $100 was missing from it.  ",48615285,white,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0452,2015-08-10,39,CRIMINAL ALLEGATION,"The complainant, KR, 21/B/M, states he was physically and verbally abused by three 35th District officers. One of them took $100 from his wallet. According to a complainant, on August 3, at 2:30 AM, he was driving along the 500 block of Duncannon Street in his vehicle with a friend, when a police vehicle passed them. After making eye contact with Officer K, the vehicle made a U-turn. The complainant was stopped by Officers K and R, who cursed the complainant while requesting his information. After running the information, the officers approached the complainant with drawn weapons and told the complainant he was going to be arrested while cursing and using racial slurs.The complainant was removed from his vehicle and placed into the police SUV.  While he was being placed into the vehicle, Officer K hit his leg with the door of the patrol vehicle.  Officer S arrived and questioned the complainant about the ownership of the vehicle before cursing him and telling him to ""shut the f*ck up."" After a supervisor arrived, the complainant was released from custody; his vehicle was impounded for investigation. The complainant maintains that when Officer K returned his wallet after searching him, $100 was missing from it.  ",70230714,white,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0452,2015-08-10,39,CRIMINAL ALLEGATION,"The complainant, KR, 21/B/M, states he was physically and verbally abused by three 35th District officers. One of them took $100 from his wallet. According to a complainant, on August 3, at 2:30 AM, he was driving along the 500 block of Duncannon Street in his vehicle with a friend, when a police vehicle passed them. After making eye contact with Officer K, the vehicle made a U-turn. The complainant was stopped by Officers K and R, who cursed the complainant while requesting his information. After running the information, the officers approached the complainant with drawn weapons and told the complainant he was going to be arrested while cursing and using racial slurs.The complainant was removed from his vehicle and placed into the police SUV.  While he was being placed into the vehicle, Officer K hit his leg with the door of the patrol vehicle.  Officer S arrived and questioned the complainant about the ownership of the vehicle before cursing him and telling him to ""shut the f*ck up."" After a supervisor arrived, the complainant was released from custody; his vehicle was impounded for investigation. The complainant maintains that when Officer K returned his wallet after searching him, $100 was missing from it.  ",48615285,white,male,3500 35TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
15-0452,2015-08-10,39,CRIMINAL ALLEGATION,"The complainant, KR, 21/B/M, states he was physically and verbally abused by three 35th District officers. One of them took $100 from his wallet. According to a complainant, on August 3, at 2:30 AM, he was driving along the 500 block of Duncannon Street in his vehicle with a friend, when a police vehicle passed them. After making eye contact with Officer K, the vehicle made a U-turn. The complainant was stopped by Officers K and R, who cursed the complainant while requesting his information. After running the information, the officers approached the complainant with drawn weapons and told the complainant he was going to be arrested while cursing and using racial slurs.The complainant was removed from his vehicle and placed into the police SUV.  While he was being placed into the vehicle, Officer K hit his leg with the door of the patrol vehicle.  Officer S arrived and questioned the complainant about the ownership of the vehicle before cursing him and telling him to ""shut the f*ck up."" After a supervisor arrived, the complainant was released from custody; his vehicle was impounded for investigation. The complainant maintains that when Officer K returned his wallet after searching him, $100 was missing from it.  ",50028058,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
15-0453,2015-08-06,12,DEPARTMENTAL VIOLATIONS,"The complainant, BJ, 22/B/M, states that he was harassed and falsely arrested by Officer D and Officer G, 12th District. According to the complainant, on 7-15-15, at 7:25 PM, he was stopped by the officers as he was walking out of a store. The officers did not ask him for any information nor did they ask what he was doing before arresting him for disorderly conduct.",86587640,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0453,2015-08-06,12,DEPARTMENTAL VIOLATIONS,"The complainant, BJ, 22/B/M, states that he was harassed and falsely arrested by Officer D and Officer G, 12th District. According to the complainant, on 7-15-15, at 7:25 PM, he was stopped by the officers as he was walking out of a store. The officers did not ask him for any information nor did they ask what he was doing before arresting him for disorderly conduct.",18875467,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
15-0454,2015-08-07,18,LACK OF SERVICE,"The complainant, NS, states she is not receiving proper service from Officer D, 18th District, and Officer S, Court Liaison Unit. According to the complainant, she has frequently complained about narcotics activity and other problems on Christian Street. When she calls police to report her concerns, Officer D is always sent to the property. The complainant has observed them laughing and joking with the occupants of the house. They have told the occupants of the property that the complainant is the one calling police to have them harassed. Another officer also comes around to this property in uniform in the evenings to laugh with the owner of the property; the complainant believes they are related to the owner. The complainant believes her complaints about the activities taking place at this address and its dilapidated condition are not being acted upon because of the actions of these two officers. ",42981187,black,female,4912 COURT LIAISON UNIT,Lack of Service,No Sustained Findings,Not Applicable
15-0454,2015-08-07,18,LACK OF SERVICE,"The complainant, NS, states she is not receiving proper service from Officer D, 18th District, and Officer S, Court Liaison Unit. According to the complainant, she has frequently complained about narcotics activity and other problems on Christian Street. When she calls police to report her concerns, Officer D is always sent to the property. The complainant has observed them laughing and joking with the occupants of the house. They have told the occupants of the property that the complainant is the one calling police to have them harassed. Another officer also comes around to this property in uniform in the evenings to laugh with the owner of the property; the complainant believes they are related to the owner. The complainant believes her complaints about the activities taking place at this address and its dilapidated condition are not being acted upon because of the actions of these two officers. ",19651376,black,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0455,2015-08-07,15,LACK OF SERVICE,"The complainant, DS, states that she did not receive proper service from unknown 15th District officers and a supervisor. According to the complainant, on 7-30-15, at 2:15 AM she was inside her residence and heard noises.  When she went to investigate, she saw and heard the window air conditioner unit moving. She looked outside and observed a male outside attempting to remove the unit from the window.  The male attempted to open a second window. The complainant screamed and called 911, providing information to the call taker. The responding officers were able to stop the male described by the complainant a few doors down the street; one of them returned to the complainant's residence and asked her questions about what had occurred. The officers drove off with the male.  A short time later, the complainant called the 15th District to inquire if the male had been arrested. An officer spoke with her and suggested calling 911 and requesting a patrol supervisor to answer her questions. The responding supervisor told the complainant no arrest was made because attempting to commit a burglary was not a crime. ",48146650,asian,male,1500 15TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
15-0455,2015-08-07,15,LACK OF SERVICE,"The complainant, DS, states that she did not receive proper service from unknown 15th District officers and a supervisor. According to the complainant, on 7-30-15, at 2:15 AM she was inside her residence and heard noises.  When she went to investigate, she saw and heard the window air conditioner unit moving. She looked outside and observed a male outside attempting to remove the unit from the window.  The male attempted to open a second window. The complainant screamed and called 911, providing information to the call taker. The responding officers were able to stop the male described by the complainant a few doors down the street; one of them returned to the complainant's residence and asked her questions about what had occurred. The officers drove off with the male.  A short time later, the complainant called the 15th District to inquire if the male had been arrested. An officer spoke with her and suggested calling 911 and requesting a patrol supervisor to answer her questions. The responding supervisor told the complainant no arrest was made because attempting to commit a burglary was not a crime. ",57167970,white,male,1500 15TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
15-0455,2015-08-07,15,LACK OF SERVICE,"The complainant, DS, states that she did not receive proper service from unknown 15th District officers and a supervisor. According to the complainant, on 7-30-15, at 2:15 AM she was inside her residence and heard noises.  When she went to investigate, she saw and heard the window air conditioner unit moving. She looked outside and observed a male outside attempting to remove the unit from the window.  The male attempted to open a second window. The complainant screamed and called 911, providing information to the call taker. The responding officers were able to stop the male described by the complainant a few doors down the street; one of them returned to the complainant's residence and asked her questions about what had occurred. The officers drove off with the male.  A short time later, the complainant called the 15th District to inquire if the male had been arrested. An officer spoke with her and suggested calling 911 and requesting a patrol supervisor to answer her questions. The responding supervisor told the complainant no arrest was made because attempting to commit a burglary was not a crime. ",45588037,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0456,2015-08-10,24,HARASSMENT,"The complainant, VU, 48/B/M, states that he is being harassed by Sergeant B, 39th District. According to the complainant, on 8-2-15, at 1:22 AM, he parked his vehicle on the side walk in front of his business on Somerset Street and was issued a ticket by Sergeant B. The complainant has parked his vehicle at the same location since 2006 because of ongoing acts of vandalism against it and had not received tickets in the past. He believes the sergeant is issuing him tickets at every opportunity because of a complaint filed on 7-2-15.",61273767,black,male,3900 39TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
15-0457,2015-08-10,7,LACK OF SERVICE,"The complainant, AF, 24/W/F, states that she did not receive proper service from Officer H and another unidentified 7th District officer. According to the complainant, on 8-4-15, at 9:00 PM, while driving on the 1700 block of Grant Avenue, she noticed a distraught female standing in the middle of the street with vehicles having to go around her. When the complainant stopped to offer assistance, the distraught female told the complainant she wanted to die and was trying to kill herself. The complainant then called 911. When Officer H arrived, the complainant told them what had occurred and asked them to perform a 302 commitment. He refused to do so, stating that the act had not taken place in their presence. The complainant insisted that the officer summon a mobile crisis team to evaluate the female; Officer H's response was, ""She'll be out here all night waiting for them!"" Each time the complainant asked Officer H what could be done for the female they said she would be waiting all night.  The complainant states that she repeatedly asked what the department's protocol was for handling such a situation; Officer H told her the matter was ""only a lover's quarrel."" A second officer arrived; they both told the complainant; ""You can leave, we got it from here.""  Note: Neither officer has had a lack of service complaint against them within the last two years.",24686548,white,male,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0457,2015-08-10,7,LACK OF SERVICE,"The complainant, AF, 24/W/F, states that she did not receive proper service from Officer H and another unidentified 7th District officer. According to the complainant, on 8-4-15, at 9:00 PM, while driving on the 1700 block of Grant Avenue, she noticed a distraught female standing in the middle of the street with vehicles having to go around her. When the complainant stopped to offer assistance, the distraught female told the complainant she wanted to die and was trying to kill herself. The complainant then called 911. When Officer H arrived, the complainant told them what had occurred and asked them to perform a 302 commitment. He refused to do so, stating that the act had not taken place in their presence. The complainant insisted that the officer summon a mobile crisis team to evaluate the female; Officer H's response was, ""She'll be out here all night waiting for them!"" Each time the complainant asked Officer H what could be done for the female they said she would be waiting all night.  The complainant states that she repeatedly asked what the department's protocol was for handling such a situation; Officer H told her the matter was ""only a lover's quarrel."" A second officer arrived; they both told the complainant; ""You can leave, we got it from here.""  Note: Neither officer has had a lack of service complaint against them within the last two years.",79429017,white,male,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
15-0458,2015-08-10,19,HARASSMENT,"The complainant, JJ, 37/B/M, states that he is being harassed by a 19th District officer. According to the complainant, on 8-5-15, he was at 54th and Media Streets waiting for a vehicle to exit a parking space near the corner store. After parking, the complainant noticed a patrol car pulling up. He recognized the officer and realized it was the same one who had previously harassed him at 54th & Lansdowne, commenting ""the next time I see you, it's about your a**."" This officer called the complainant over and handed him a ticket for blocking the intersection.  ",62229577,latino,male,9807 SUPP POLICE SERVICE,Harassment,No Sustained Findings,Not Applicable
15-0459,2015-08-13,22,PHYSICAL ABUSE,"The complainant, FW, 36/B/M, states he was threatened by an officer with badge #XXXX and an unknown officer physically assaulted him. According to the complainant, on 8-5-15, at 11:30 PM, he was stopped by the officer at Woodstock and Diamond Streets. After asking for his documentation, the officer asked the complainant to step out of his vehicle before frisking him. The officer took the complainant's cell phones, and the two exchanged words before the officer drew their weapon on him. ",22804109,white,male,2200 22ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
15-0459,2015-08-13,22,PHYSICAL ABUSE,"The complainant, FW, 36/B/M, states he was threatened by an officer with badge #XXXX and an unknown officer physically assaulted him. According to the complainant, on 8-5-15, at 11:30 PM, he was stopped by the officer at Woodstock and Diamond Streets. After asking for his documentation, the officer asked the complainant to step out of his vehicle before frisking him. The officer took the complainant's cell phones, and the two exchanged words before the officer drew their weapon on him. ",22804109,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
15-0460,2015-08-10,18,VERBAL ABUSE,"The complainant, TS-W, states she was verbally abused by two unidentified plainclothes officers. According to the complainant, on 8-1-15 at approximately 7:00 PM, there was an auto accident at 60th & Arch Streets that involved several vehicles and a motorist driving under the influence. The complainant maintains that two plainclothes officers with badge numbers #XXXX & XXXX were in pursuit of the drunk driver and almost sideswiped her vehicle. When she told the officers they should have had their siren on to warn the public, the officer with badge #XXXX called her a ""selfish bit*ch."" ",26539117,black,male,1800 18TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
